8X8 INC /DE/,10-K,1023731,2015-05-29,http://www.sec.gov/Archives/edgar/data/1023731/0001136261-15-000166-index.htm
99 CENTS ONLY STORES LLC,10-K,1011290,2015-04-22,http://www.sec.gov/Archives/edgar/data/1011290/0001104659-15-029330-index.htm
99 CENTS ONLY STORES LLC,10-Q,1011290,2015-06-12,http://www.sec.gov/Archives/edgar/data/1011290/0001104659-15-045122-index.htm
A&C United Agriculture Developing Inc.,10-Q,1539778,2015-05-11,http://www.sec.gov/Archives/edgar/data/1539778/0001477932-15-003001-index.htm
"A-Mark Precious Metals, Inc.",10-Q,1591588,2015-05-07,http://www.sec.gov/Archives/edgar/data/1591588/0001591588-15-000026-index.htm
A. H. Belo Corp,10-Q,1413898,2015-04-29,http://www.sec.gov/Archives/edgar/data/1413898/0001413898-15-000014-index.htm
A.C. Simmonds & Sons,NT 10-K,1554594,2015-04-01,http://www.sec.gov/Archives/edgar/data/1554594/0001387131-15-001150-index.htm
"A10 Networks, Inc.",10-Q,1580808,2015-05-06,http://www.sec.gov/Archives/edgar/data/1580808/0001580808-15-000018-index.htm
"AAC Holdings, Inc.",10-Q,1606180,2015-05-05,http://www.sec.gov/Archives/edgar/data/1606180/0001564590-15-003247-index.htm
AAON INC,10-Q,824142,2015-05-07,http://www.sec.gov/Archives/edgar/data/824142/0000824142-15-000035-index.htm
AARON'S INC,10-Q,706688,2015-05-07,http://www.sec.gov/Archives/edgar/data/706688/0000706688-15-000146-index.htm
AB INTERNATIONAL GROUP CORP.,10-Q,1605331,2015-04-15,http://www.sec.gov/Archives/edgar/data/1605331/0001605331-15-000008-index.htm
AB INTERNATIONAL GROUP CORP.,10-Q,1605331,2015-06-23,http://www.sec.gov/Archives/edgar/data/1605331/0001605331-15-000010-index.htm
"ABAKAN, INC",10-Q,1400000,2015-05-04,http://www.sec.gov/Archives/edgar/data/1400000/0001211524-15-000050-index.htm
"ABAKAN, INC",NT 10-Q,1400000,2015-04-14,http://www.sec.gov/Archives/edgar/data/1400000/0001211524-15-000038-index.htm
ABAXIS INC,10-K,881890,2015-06-01,http://www.sec.gov/Archives/edgar/data/881890/0001140361-15-022618-index.htm
ABBOTT LABORATORIES,10-Q,1800,2015-05-06,http://www.sec.gov/Archives/edgar/data/1800/0001104659-15-034919-index.htm
"ABCO Energy, Inc.",10-K,1300938,2015-06-26,http://www.sec.gov/Archives/edgar/data/1300938/0001185185-15-001702-index.htm
"ABCO Energy, Inc.",NT 10-Q,1300938,2015-05-15,http://www.sec.gov/Archives/edgar/data/1300938/0001185185-15-001262-index.htm
ABERCROMBIE & FITCH CO /DE/,10-Q,1018840,2015-06-08,http://www.sec.gov/Archives/edgar/data/1018840/0001018840-15-000036-index.htm
ABIOMED INC,10-K,815094,2015-05-28,http://www.sec.gov/Archives/edgar/data/815094/0001193125-15-204302-index.htm
ABM INDUSTRIES INC /DE/,10-Q,771497,2015-06-03,http://www.sec.gov/Archives/edgar/data/771497/0001628280-15-004719-index.htm
ABRAXAS PETROLEUM CORP,10-Q,867665,2015-05-08,http://www.sec.gov/Archives/edgar/data/867665/0000867665-15-000040-index.htm
"ABV CONSULTING, INC.",10-Q,1607450,2015-05-15,http://www.sec.gov/Archives/edgar/data/1607450/0001213900-15-003767-index.htm
ACACIA RESEARCH CORP,10-Q,934549,2015-05-06,http://www.sec.gov/Archives/edgar/data/934549/0000934549-15-000013-index.htm
ACADIA PHARMACEUTICALS INC,10-Q,1070494,2015-05-07,http://www.sec.gov/Archives/edgar/data/1070494/0001193125-15-177138-index.htm
ACADIA REALTY TRUST,10-Q,899629,2015-05-01,http://www.sec.gov/Archives/edgar/data/899629/0000899629-15-000016-index.htm
"ACCEL BRANDS, INC.",10-Q,1077800,2015-05-20,http://www.sec.gov/Archives/edgar/data/1077800/0001078782-15-000850-index.htm
"ACCEL BRANDS, INC.",NT 10-Q,1077800,2015-05-13,http://www.sec.gov/Archives/edgar/data/1077800/0001078782-15-000754-index.htm
"ACCELERA INNOVATIONS, INC.",10-K,1444144,2015-04-15,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-001451-index.htm
"ACCELERA INNOVATIONS, INC.",10-K/A,1444144,2015-04-17,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-001492-index.htm
"ACCELERA INNOVATIONS, INC.",10-Q,1444144,2015-05-20,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-002161-index.htm
"ACCELERA INNOVATIONS, INC.",NT 10-Q,1444144,2015-05-18,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-002060-index.htm
ACCELERON PHARMA INC,10-Q,1280600,2015-05-07,http://www.sec.gov/Archives/edgar/data/1280600/0001280600-15-000035-index.htm
ACCENTURE SCA,10-Q,1143908,2015-06-25,http://www.sec.gov/Archives/edgar/data/1143908/0001143908-15-000014-index.htm
ACCESS NATIONAL CORP,10-Q,1176316,2015-05-11,http://www.sec.gov/Archives/edgar/data/1176316/0001144204-15-029295-index.htm
"ACCESS US OIL & GAS, INC.",10-K,1550956,2015-04-15,http://www.sec.gov/Archives/edgar/data/1550956/0001096906-15-000396-index.htm
"ACCESS US OIL & GAS, INC.",10-Q,1550956,2015-05-15,http://www.sec.gov/Archives/edgar/data/1550956/0001096906-15-000559-index.htm
ACCO BRANDS Corp,10-Q,712034,2015-04-29,http://www.sec.gov/Archives/edgar/data/712034/0000712034-15-000023-index.htm
ACCURAY INC,10-Q,1138723,2015-05-07,http://www.sec.gov/Archives/edgar/data/1138723/0001104659-15-035008-index.htm
ACCURIDE CORP,10-Q,817979,2015-04-27,http://www.sec.gov/Archives/edgar/data/817979/0000817979-15-000020-index.htm
ACE Ltd,10-Q,896159,2015-04-29,http://www.sec.gov/Archives/edgar/data/896159/0000896159-15-000011-index.htm
ACELRX PHARMACEUTICALS INC,10-Q,1427925,2015-05-05,http://www.sec.gov/Archives/edgar/data/1427925/0001437749-15-008863-index.htm
ACETO CORP,10-Q,2034,2015-05-08,http://www.sec.gov/Archives/edgar/data/2034/0001571049-15-003828-index.htm
ACHILLION PHARMACEUTICALS INC,10-Q,1070336,2015-05-07,http://www.sec.gov/Archives/edgar/data/1070336/0001193125-15-175915-index.htm
"ACI WORLDWIDE, INC.",10-Q,935036,2015-04-30,http://www.sec.gov/Archives/edgar/data/935036/0001193125-15-160426-index.htm
ACME UNITED CORP,10-Q,2098,2015-05-13,http://www.sec.gov/Archives/edgar/data/2098/0001026608-15-000033-index.htm
ACNB CORP,10-Q,715579,2015-05-01,http://www.sec.gov/Archives/edgar/data/715579/0001104659-15-032927-index.htm
ACORDA THERAPEUTICS INC,10-Q,1008848,2015-05-08,http://www.sec.gov/Archives/edgar/data/1008848/0001008848-15-000022-index.htm
"ACORN ENERGY, INC.",10-Q,880984,2015-05-15,http://www.sec.gov/Archives/edgar/data/880984/0001493152-15-002019-index.htm
ACQUIRED SALES CORP,10-Q,1391135,2015-05-11,http://www.sec.gov/Archives/edgar/data/1391135/0001445866-15-000537-index.htm
ACRE REALTY INVESTORS INC,10-Q,1011109,2015-05-13,http://www.sec.gov/Archives/edgar/data/1011109/0001552781-15-000573-index.htm
ACTIVE POWER INC,10-Q,1044435,2015-04-30,http://www.sec.gov/Archives/edgar/data/1044435/0001044435-15-000009-index.htm
"ACTIVECARE, INC.",10-Q,1429896,2015-05-15,http://www.sec.gov/Archives/edgar/data/1429896/0001096906-15-000561-index.htm
ACTUANT CORP,10-Q,6955,2015-04-08,http://www.sec.gov/Archives/edgar/data/6955/0000006955-15-000023-index.htm
ACUCELA INC.,10-Q,1400482,2015-05-14,http://www.sec.gov/Archives/edgar/data/1400482/0001400482-15-000055-index.htm
ACUITY BRANDS INC,10-Q,1144215,2015-04-01,http://www.sec.gov/Archives/edgar/data/1144215/0001144215-15-000040-index.htm
"ACURA PHARMACEUTICALS, INC",10-Q,786947,2015-05-04,http://www.sec.gov/Archives/edgar/data/786947/0001144204-15-027285-index.htm
ACXIOM CORP,10-K,733269,2015-05-27,http://www.sec.gov/Archives/edgar/data/733269/0000733269-15-000018-index.htm
ADAMANT DRI PROCESSING & MINERALS GROUP,10-K,1171008,2015-04-14,http://www.sec.gov/Archives/edgar/data/1171008/0001193805-15-000556-index.htm
ADAMANT DRI PROCESSING & MINERALS GROUP,10-Q,1171008,2015-05-15,http://www.sec.gov/Archives/edgar/data/1171008/0001193805-15-000768-index.htm
ADAMANT DRI PROCESSING & MINERALS GROUP,NT 10-K,1171008,2015-04-01,http://www.sec.gov/Archives/edgar/data/1171008/0001193805-15-000455-index.htm
"ADAMS RESOURCES & ENERGY, INC.",10-Q,2178,2015-05-08,http://www.sec.gov/Archives/edgar/data/2178/0000002178-15-000030-index.htm
"ADCARE HEALTH SYSTEMS, INC",10-Q,1004724,2015-05-14,http://www.sec.gov/Archives/edgar/data/1004724/0001004724-15-000059-index.htm
ADDVANTAGE TECHNOLOGIES GROUP INC,10-Q,874292,2015-05-12,http://www.sec.gov/Archives/edgar/data/874292/0001445260-15-000025-index.htm
ADEPT TECHNOLOGY INC,10-Q,865415,2015-05-04,http://www.sec.gov/Archives/edgar/data/865415/0001193125-15-168942-index.htm
ADM TRONICS UNLIMITED INC/DE,NT 10-K,849401,2015-06-30,http://www.sec.gov/Archives/edgar/data/849401/0001437749-15-013088-index.htm
"ADMA BIOLOGICS, INC.",10-Q,1368514,2015-05-12,http://www.sec.gov/Archives/edgar/data/1368514/0001193805-15-000706-index.htm
ADMIRAL FINANCIAL CORP,10-Q,828530,2015-05-13,http://www.sec.gov/Archives/edgar/data/828530/0001553350-15-000461-index.htm
ADOBE SYSTEMS INC,10-Q,796343,2015-06-24,http://www.sec.gov/Archives/edgar/data/796343/0000796343-15-000151-index.htm
"ADS Waste Holdings, Inc.",10-Q,1585790,2015-05-07,http://www.sec.gov/Archives/edgar/data/1585790/0001628280-15-003851-index.htm
ADT Corp,10-Q,1546640,2015-04-29,http://www.sec.gov/Archives/edgar/data/1546640/0001546640-15-000018-index.htm
ADTRAN INC,10-Q,926282,2015-05-06,http://www.sec.gov/Archives/edgar/data/926282/0001193125-15-173975-index.htm
"ADURO BIOTECH, INC.",10-Q,1435049,2015-05-28,http://www.sec.gov/Archives/edgar/data/1435049/0001564590-15-004699-index.htm
ADVANCE AUTO PARTS INC,10-Q,1158449,2015-06-02,http://www.sec.gov/Archives/edgar/data/1158449/0001158449-15-000127-index.htm
ADVANCED CREDIT TECHNOLOGIES INC,10-K,1437517,2015-04-15,http://www.sec.gov/Archives/edgar/data/1437517/0001010549-15-000136-index.htm
ADVANCED CREDIT TECHNOLOGIES INC,10-Q,1437517,2015-05-15,http://www.sec.gov/Archives/edgar/data/1437517/0001010549-15-000192-index.htm
"ADVANCED DRAINAGE SYSTEMS, INC.",NT 10-K,1604028,2015-06-30,http://www.sec.gov/Archives/edgar/data/1604028/0001193125-15-241267-index.htm
ADVANCED ENERGY INDUSTRIES INC,10-Q,927003,2015-05-06,http://www.sec.gov/Archives/edgar/data/927003/0000927003-15-000037-index.htm
ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC,10-Q,849706,2015-05-08,http://www.sec.gov/Archives/edgar/data/849706/0001171843-15-002694-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-K,1449349,2015-04-15,http://www.sec.gov/Archives/edgar/data/1449349/0001199835-15-000132-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-K/A,1449349,2015-04-21,http://www.sec.gov/Archives/edgar/data/1449349/0001199835-15-000146-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-Q,1449349,2015-05-15,http://www.sec.gov/Archives/edgar/data/1449349/0001199835-15-000192-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-Q/A,1449349,2015-05-27,http://www.sec.gov/Archives/edgar/data/1449349/0001199835-15-000231-index.htm
ADVANCED MICRO DEVICES INC,10-Q,2488,2015-04-29,http://www.sec.gov/Archives/edgar/data/2488/0001193125-15-156842-index.htm
ADVANCED OXYGEN TECHNOLOGIES INC,10-Q,352991,2015-05-07,http://www.sec.gov/Archives/edgar/data/352991/0000352991-15-000004-index.htm
ADVENT SOFTWARE INC /DE/,10-K/A,1002225,2015-04-29,http://www.sec.gov/Archives/edgar/data/1002225/0001104659-15-031642-index.htm
ADVENT SOFTWARE INC /DE/,10-Q,1002225,2015-05-07,http://www.sec.gov/Archives/edgar/data/1002225/0001104659-15-035591-index.htm
ADVISORY BOARD CO,10-Q,1157377,2015-05-11,http://www.sec.gov/Archives/edgar/data/1157377/0001157377-15-000007-index.htm
AECOM,10-Q,868857,2015-05-13,http://www.sec.gov/Archives/edgar/data/868857/0001104659-15-037590-index.htm
"AEGEA, INC.",NT 10-K,1424549,2015-04-01,http://www.sec.gov/Archives/edgar/data/1424549/0001079974-15-000239-index.htm
AEHR TEST SYSTEMS,10-Q,1040470,2015-04-14,http://www.sec.gov/Archives/edgar/data/1040470/0001354488-15-001731-index.htm
AEI INCOME & GROWTH FUND 24 LLC,10-Q,1130758,2015-05-14,http://www.sec.gov/Archives/edgar/data/1130758/0000868740-15-000043-index.htm
AEI INCOME & GROWTH FUND 25 LLC,10-Q,1185198,2015-05-14,http://www.sec.gov/Archives/edgar/data/1185198/0000868740-15-000045-index.htm
AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,10-Q,931755,2015-05-14,http://www.sec.gov/Archives/edgar/data/931755/0000868740-15-000041-index.htm
AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,10-Q,1023458,2015-05-14,http://www.sec.gov/Archives/edgar/data/1023458/0000868740-15-000037-index.htm
AEI Income & Growth Fund 26 LLC,10-Q,1326321,2015-05-14,http://www.sec.gov/Archives/edgar/data/1326321/0000868740-15-000047-index.htm
AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,10-Q,894245,2015-05-14,http://www.sec.gov/Archives/edgar/data/894245/0000868740-15-000039-index.htm
"AEMETIS, INC",10-Q,738214,2015-05-07,http://www.sec.gov/Archives/edgar/data/738214/0001354488-15-002185-index.htm
"AEOLUS PHARMACEUTICALS, INC.",10-Q,1261734,2015-05-15,http://www.sec.gov/Archives/edgar/data/1261734/0001102624-15-000841-index.htm
AEP INDUSTRIES INC,10-Q,785787,2015-06-09,http://www.sec.gov/Archives/edgar/data/785787/0001193125-15-217662-index.htm
AERIE PHARMACEUTICALS INC,10-Q,1337553,2015-05-08,http://www.sec.gov/Archives/edgar/data/1337553/0001628280-15-003920-index.htm
AEROCENTURY CORP,10-Q,1036848,2015-05-12,http://www.sec.gov/Archives/edgar/data/1036848/0001036848-15-000047-index.htm
"AEROHIVE NETWORKS, INC",10-Q,1372414,2015-05-13,http://www.sec.gov/Archives/edgar/data/1372414/0001628280-15-004149-index.htm
AEROPOSTALE INC,10-Q,1168213,2015-06-11,http://www.sec.gov/Archives/edgar/data/1168213/0001168213-15-000048-index.htm
AES CORP,10-Q,874761,2015-05-11,http://www.sec.gov/Archives/edgar/data/874761/0000874761-15-000031-index.htm
AETHLON MEDICAL INC,10-K,882291,2015-06-26,http://www.sec.gov/Archives/edgar/data/882291/0001019687-15-002535-index.htm
AETNA INC /PA/,10-Q,1122304,2015-04-28,http://www.sec.gov/Archives/edgar/data/1122304/0001122304-15-000074-index.htm
AF OCEAN INVESTMENT MANAGEMENT Co,10-Q,1501489,2015-05-14,http://www.sec.gov/Archives/edgar/data/1501489/0001557240-15-000304-index.htm
"AFFILIATED MANAGERS GROUP, INC.",10-Q,1004434,2015-05-05,http://www.sec.gov/Archives/edgar/data/1004434/0001004434-15-000011-index.htm
AFFINITY MEDIAWORKS CORP,10-K,1433821,2015-05-06,http://www.sec.gov/Archives/edgar/data/1433821/0001354488-15-002126-index.htm
AFFINITY MEDIAWORKS CORP,NT 10-K,1433821,2015-04-29,http://www.sec.gov/Archives/edgar/data/1433821/0001354488-15-001982-index.htm
AFFIRMATIVE INSURANCE HOLDINGS INC,10-Q,1282543,2015-05-15,http://www.sec.gov/Archives/edgar/data/1282543/0001564590-15-004441-index.htm
AFFYMETRIX INC,10-Q,913077,2015-04-30,http://www.sec.gov/Archives/edgar/data/913077/0000913077-15-000016-index.htm
"AFH ACQUISITION V, INC.",10-Q,1420033,2015-06-15,http://www.sec.gov/Archives/edgar/data/1420033/0001607062-15-000250-index.htm
"AFH ACQUISITION VI, INC.",10-Q,1420034,2015-06-15,http://www.sec.gov/Archives/edgar/data/1420034/0001607062-15-000252-index.htm
"AFH ACQUISITION VII, INC.",10-Q,1420035,2015-06-15,http://www.sec.gov/Archives/edgar/data/1420035/0001607062-15-000254-index.htm
"AFH ACQUISITION XI, INC.",10-Q,1419553,2015-06-15,http://www.sec.gov/Archives/edgar/data/1419553/0001607062-15-000258-index.htm
"AFH ACQUISITION XII, INC.",10-Q,1419552,2015-06-15,http://www.sec.gov/Archives/edgar/data/1419552/0001607062-15-000260-index.htm
"AFH Acquisition IX, Inc.",10-Q,1419556,2015-06-15,http://www.sec.gov/Archives/edgar/data/1419556/0001607062-15-000248-index.htm
"AFH Acquisition VIII, Inc.",10-Q,1419560,2015-06-15,http://www.sec.gov/Archives/edgar/data/1419560/0001607062-15-000256-index.htm
AFLAC INC,10-Q,4977,2015-05-01,http://www.sec.gov/Archives/edgar/data/4977/0000004977-15-000099-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224783-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224790-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224799-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224801-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224805-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224810-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224819-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224827-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224828-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224829-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224852-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-16,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224856-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224858-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224862-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224870-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224879-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224884-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224896-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224900-index.htm
AFS SenSub Corp.,10-K/A,1347185,2015-06-17,http://www.sec.gov/Archives/edgar/data/1347185/0001193125-15-224903-index.htm
"AG Mortgage Investment Trust, Inc.",10-Q,1514281,2015-05-07,http://www.sec.gov/Archives/edgar/data/1514281/0001144204-15-028352-index.htm
AG&E HOLDINGS INC.,10-Q,105608,2015-05-15,http://www.sec.gov/Archives/edgar/data/105608/0001437749-15-010400-index.htm
AGCO CORP /DE,10-Q,880266,2015-05-07,http://www.sec.gov/Archives/edgar/data/880266/0000880266-15-000021-index.htm
AGENUS INC,10-K/A,1098972,2015-06-03,http://www.sec.gov/Archives/edgar/data/1098972/0001628280-15-004714-index.htm
AGENUS INC,10-Q,1098972,2015-05-01,http://www.sec.gov/Archives/edgar/data/1098972/0001628280-15-003430-index.htm
AGILE THERAPEUTICS INC,10-Q,1261249,2015-05-12,http://www.sec.gov/Archives/edgar/data/1261249/0001104659-15-037282-index.htm
AGILENT TECHNOLOGIES INC,10-Q,1090872,2015-06-05,http://www.sec.gov/Archives/edgar/data/1090872/0001090872-15-000032-index.htm
AGILYSYS INC,10-K,78749,2015-06-05,http://www.sec.gov/Archives/edgar/data/78749/0000078749-15-000020-index.htm
AGIOS PHARMACEUTICALS INC,10-Q,1439222,2015-05-11,http://www.sec.gov/Archives/edgar/data/1439222/0001193125-15-181968-index.htm
AGL RESOURCES INC,10-Q,1004155,2015-04-28,http://www.sec.gov/Archives/edgar/data/1004155/0001004155-15-000017-index.htm
AGREE REALTY CORP,10-Q,917251,2015-05-01,http://www.sec.gov/Archives/edgar/data/917251/0001144204-15-027025-index.htm
"AGRITEK HOLDINGS, INC.",10-K,1040850,2015-04-15,http://www.sec.gov/Archives/edgar/data/1040850/0001554795-15-000154-index.htm
"AGRITEK HOLDINGS, INC.",10-Q,1040850,2015-05-18,http://www.sec.gov/Archives/edgar/data/1040850/0001554795-15-000215-index.htm
"AGRITEK HOLDINGS, INC.",NT 10-K,1040850,2015-04-01,http://www.sec.gov/Archives/edgar/data/1040850/0001554795-15-000125-index.htm
"AGRITEK HOLDINGS, INC.",NT 10-Q,1040850,2015-05-18,http://www.sec.gov/Archives/edgar/data/1040850/0001554795-15-000213-index.htm
"AI DOCUMENT SERVICES, INC.",10-K,1402536,2015-04-14,http://www.sec.gov/Archives/edgar/data/1402536/0001078782-15-000566-index.htm
"AI DOCUMENT SERVICES, INC.",10-Q,1402536,2015-05-15,http://www.sec.gov/Archives/edgar/data/1402536/0001078782-15-000798-index.htm
AIMCO PROPERTIES L.P.,10-K,926660,2015-04-24,http://www.sec.gov/Archives/edgar/data/926660/0001628280-15-002921-index.htm
