"3D MAKERJET, INC.",10-Q,1458023,2015-12-18,http://www.sec.gov/Archives/edgar/data/1458023/0001078782-15-002054-index.htm
"3D MAKERJET, INC.",NT 10-K,1458023,2015-10-28,http://www.sec.gov/Archives/edgar/data/1458023/0001078782-15-001692-index.htm
"3D MAKERJET, INC.",NT 10-Q,1458023,2015-12-10,http://www.sec.gov/Archives/edgar/data/1458023/0001078782-15-001989-index.htm
3D SYSTEMS CORP,10-Q,910638,2015-11-04,http://www.sec.gov/Archives/edgar/data/910638/0000910638-15-000014-index.htm
3D Total Solutions Inc.,10-Q,1595326,2015-11-16,http://www.sec.gov/Archives/edgar/data/1595326/0001144204-15-066089-index.htm
3DICON CORP,10-Q,1375195,2015-11-16,http://www.sec.gov/Archives/edgar/data/1375195/0001144204-15-065745-index.htm
3M CO,10-Q,66740,2015-10-29,http://www.sec.gov/Archives/edgar/data/66740/0001558370-15-002024-index.htm
"3PEA INTERNATIONAL, INC.",10-Q,1496443,2015-11-16,http://www.sec.gov/Archives/edgar/data/1496443/0001019687-15-004144-index.htm
3Power Energy Group Inc.,10-Q,1221554,2015-11-18,http://www.sec.gov/Archives/edgar/data/1221554/0001144204-15-066610-index.htm
3Power Energy Group Inc.,NT 10-Q,1221554,2015-11-16,http://www.sec.gov/Archives/edgar/data/1221554/0001144204-15-065939-index.htm
4Licensing Corp,10-Q,58592,2015-11-13,http://www.sec.gov/Archives/edgar/data/58592/0001140361-15-041166-index.htm
4NET SOFTWARE INC,NT 10-K,812149,2015-12-30,http://www.sec.gov/Archives/edgar/data/812149/0001144204-15-073326-index.htm
"5BARz International, Inc.",NT 10-Q,1454124,2015-11-16,http://www.sec.gov/Archives/edgar/data/1454124/0001017386-15-000318-index.htm
5V Inc.,NT 10-K,1504876,2015-12-30,http://www.sec.gov/Archives/edgar/data/1504876/0001213900-15-009796-index.htm
"6D Global Technologies, Inc",10-Q,1382219,2015-11-16,http://www.sec.gov/Archives/edgar/data/1382219/0001185185-15-003033-index.htm
"800 Commerce, Inc.",10-Q,1558465,2015-11-24,http://www.sec.gov/Archives/edgar/data/1558465/0001554795-15-000456-index.htm
"800 Commerce, Inc.",NT 10-Q,1558465,2015-11-17,http://www.sec.gov/Archives/edgar/data/1558465/0001554795-15-000448-index.htm
808 RENEWABLE ENERGY CORP,10-Q,1467913,2015-11-16,http://www.sec.gov/Archives/edgar/data/1467913/0001079974-15-000749-index.htm
8X8 INC /DE/,10-Q,1023731,2015-10-29,http://www.sec.gov/Archives/edgar/data/1023731/0001136261-15-000300-index.htm
8point3 Energy Partners LP,10-Q,1635581,2015-10-01,http://www.sec.gov/Archives/edgar/data/1635581/0001564590-15-008243-index.htm
99 CENTS ONLY STORES LLC,10-Q,1011290,2015-12-14,http://www.sec.gov/Archives/edgar/data/1011290/0001104659-15-084661-index.htm
A&C United Agriculture Developing Inc.,NT 10-K,1539778,2015-12-29,http://www.sec.gov/Archives/edgar/data/1539778/0001477932-15-007803-index.htm
"A-Mark Precious Metals, Inc.",10-Q,1591588,2015-11-12,http://www.sec.gov/Archives/edgar/data/1591588/0001591588-15-000080-index.htm
A. H. Belo Corp,10-Q,1413898,2015-11-03,http://www.sec.gov/Archives/edgar/data/1413898/0001413898-15-000029-index.htm
"A10 Networks, Inc.",10-Q,1580808,2015-11-06,http://www.sec.gov/Archives/edgar/data/1580808/0001580808-15-000044-index.htm
"AAC Holdings, Inc.",10-Q,1606180,2015-11-10,http://www.sec.gov/Archives/edgar/data/1606180/0001564590-15-010373-index.htm
AAON INC,10-Q,824142,2015-11-02,http://www.sec.gov/Archives/edgar/data/824142/0000824142-15-000096-index.htm
AAR CORP,10-Q,1750,2015-12-18,http://www.sec.gov/Archives/edgar/data/1750/0001104659-15-085700-index.htm
AARON'S INC,10-Q,706688,2015-11-09,http://www.sec.gov/Archives/edgar/data/706688/0000706688-15-000184-index.htm
AB INTERNATIONAL GROUP CORP.,10-K,1605331,2015-10-01,http://www.sec.gov/Archives/edgar/data/1605331/0001605331-15-000013-index.htm
AB INTERNATIONAL GROUP CORP.,10-Q,1605331,2015-12-15,http://www.sec.gov/Archives/edgar/data/1605331/0001605331-15-000016-index.htm
ABAXIS INC,10-Q,881890,2015-11-09,http://www.sec.gov/Archives/edgar/data/881890/0001140361-15-040208-index.htm
ABBOTT LABORATORIES,10-Q,1800,2015-11-05,http://www.sec.gov/Archives/edgar/data/1800/0001104659-15-076189-index.htm
"ABCO Energy, Inc.",10-Q,1300938,2015-11-16,http://www.sec.gov/Archives/edgar/data/1300938/0001185185-15-003019-index.htm
ABEONA THERAPEUTICS INC.,10-Q,318306,2015-11-16,http://www.sec.gov/Archives/edgar/data/318306/0001144204-15-066026-index.htm
ABERCROMBIE & FITCH CO /DE/,10-Q,1018840,2015-12-07,http://www.sec.gov/Archives/edgar/data/1018840/0001018840-15-000065-index.htm
ABIOMED INC,10-Q,815094,2015-11-04,http://www.sec.gov/Archives/edgar/data/815094/0001193125-15-366085-index.htm
ABM INDUSTRIES INC /DE/,10-K,771497,2015-12-17,http://www.sec.gov/Archives/edgar/data/771497/0001628280-15-009602-index.htm
ABRAXAS PETROLEUM CORP,10-Q,867665,2015-11-06,http://www.sec.gov/Archives/edgar/data/867665/0000867665-15-000081-index.htm
"ABV CONSULTING, INC.",10-Q,1607450,2015-11-13,http://www.sec.gov/Archives/edgar/data/1607450/0001213900-15-008600-index.htm
ACACIA RESEARCH CORP,10-Q,934549,2015-11-09,http://www.sec.gov/Archives/edgar/data/934549/0000934549-15-000060-index.htm
ACADIA PHARMACEUTICALS INC,10-Q,1070494,2015-11-05,http://www.sec.gov/Archives/edgar/data/1070494/0001193125-15-368368-index.htm
ACADIA REALTY TRUST,10-Q,899629,2015-11-06,http://www.sec.gov/Archives/edgar/data/899629/0000899629-15-000033-index.htm
"ACCELERA INNOVATIONS, INC.",10-Q,1444144,2015-11-23,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-005829-index.htm
"ACCELERA INNOVATIONS, INC.",10-Q/A,1444144,2015-11-25,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-005891-index.htm
"ACCELERA INNOVATIONS, INC.",NT 10-Q,1444144,2015-11-17,http://www.sec.gov/Archives/edgar/data/1444144/0001493152-15-005625-index.htm
ACCELERON PHARMA INC,10-Q,1280600,2015-11-04,http://www.sec.gov/Archives/edgar/data/1280600/0001280600-15-000059-index.htm
ACCESS NATIONAL CORP,10-Q,1176316,2015-11-09,http://www.sec.gov/Archives/edgar/data/1176316/0001144204-15-063634-index.htm
ACCO BRANDS Corp,10-Q,712034,2015-10-28,http://www.sec.gov/Archives/edgar/data/712034/0000712034-15-000052-index.htm
ACCURAY INC,10-Q,1138723,2015-11-05,http://www.sec.gov/Archives/edgar/data/1138723/0001104659-15-076056-index.htm
ACCURIDE CORP,10-Q,817979,2015-11-02,http://www.sec.gov/Archives/edgar/data/817979/0000817979-15-000041-index.htm
ACE Ltd,10-Q,896159,2015-11-04,http://www.sec.gov/Archives/edgar/data/896159/0000896159-15-000021-index.htm
ACELRX PHARMACEUTICALS INC,10-Q,1427925,2015-11-03,http://www.sec.gov/Archives/edgar/data/1427925/0001437749-15-019387-index.htm
ACETO CORP,10-Q,2034,2015-11-06,http://www.sec.gov/Archives/edgar/data/2034/0001571049-15-008908-index.htm
ACHILLION PHARMACEUTICALS INC,10-Q,1070336,2015-11-05,http://www.sec.gov/Archives/edgar/data/1070336/0001193125-15-368319-index.htm
"ACI WORLDWIDE, INC.",10-Q,935036,2015-11-05,http://www.sec.gov/Archives/edgar/data/935036/0001193125-15-367564-index.htm
ACME UNITED CORP,10-Q,2098,2015-11-12,http://www.sec.gov/Archives/edgar/data/2098/0001026608-15-000078-index.htm
ACNB CORP,10-Q,715579,2015-10-30,http://www.sec.gov/Archives/edgar/data/715579/0001104659-15-074406-index.htm
ACORDA THERAPEUTICS INC,10-Q,1008848,2015-11-09,http://www.sec.gov/Archives/edgar/data/1008848/0001008848-15-000054-index.htm
"ACORN ENERGY, INC.",10-Q,880984,2015-11-16,http://www.sec.gov/Archives/edgar/data/880984/0001493152-15-005575-index.htm
ACQUIRED SALES CORP,10-Q,1391135,2015-11-13,http://www.sec.gov/Archives/edgar/data/1391135/0001445866-15-001262-index.htm
ACRE REALTY INVESTORS INC,10-Q,1011109,2015-11-12,http://www.sec.gov/Archives/edgar/data/1011109/0001552781-15-000998-index.htm
ACTIVE POWER INC,10-Q,1044435,2015-10-27,http://www.sec.gov/Archives/edgar/data/1044435/0001044435-15-000041-index.htm
"ACTIVECARE, INC.",NT 10-K,1429896,2015-12-24,http://www.sec.gov/Archives/edgar/data/1429896/0001096906-15-001296-index.htm
ACTUANT CORP,10-K,6955,2015-10-28,http://www.sec.gov/Archives/edgar/data/6955/0000006955-15-000046-index.htm
ACUCELA INC.,10-Q,1400482,2015-11-13,http://www.sec.gov/Archives/edgar/data/1400482/0001400482-15-000094-index.htm
ACUITY BRANDS INC,10-K,1144215,2015-10-27,http://www.sec.gov/Archives/edgar/data/1144215/0001144215-15-000120-index.htm
"ACURA PHARMACEUTICALS, INC",10-Q,786947,2015-11-04,http://www.sec.gov/Archives/edgar/data/786947/0001144204-15-062776-index.htm
ACXIOM CORP,10-Q,733269,2015-11-06,http://www.sec.gov/Archives/edgar/data/733269/0000733269-15-000041-index.htm
ADAMANT DRI PROCESSING & MINERALS GROUP,10-Q,1171008,2015-11-16,http://www.sec.gov/Archives/edgar/data/1171008/0001193805-15-001892-index.htm
"ADAMS RESOURCES & ENERGY, INC.",10-Q,2178,2015-11-06,http://www.sec.gov/Archives/edgar/data/2178/0000002178-15-000048-index.htm
"ADCARE HEALTH SYSTEMS, INC",10-Q,1004724,2015-11-16,http://www.sec.gov/Archives/edgar/data/1004724/0001004724-15-000136-index.htm
ADDENTAX GROUP CORP.,10-Q,1650101,2015-11-04,http://www.sec.gov/Archives/edgar/data/1650101/0001650101-15-000002-index.htm
ADDVANTAGE TECHNOLOGIES GROUP INC,10-K,874292,2015-12-15,http://www.sec.gov/Archives/edgar/data/874292/0001445260-15-000049-index.htm
ADESTO TECHNOLOGIES Corp,10-Q,1395848,2015-12-10,http://www.sec.gov/Archives/edgar/data/1395848/0001193125-15-400153-index.htm
"ADM TRONICS UNLIMITED, INC.",10-Q,849401,2015-11-23,http://www.sec.gov/Archives/edgar/data/849401/0001437749-15-021320-index.htm
"ADM TRONICS UNLIMITED, INC.",NT 10-Q,849401,2015-11-16,http://www.sec.gov/Archives/edgar/data/849401/0001437749-15-020915-index.htm
"ADMA BIOLOGICS, INC.",10-Q,1368514,2015-11-10,http://www.sec.gov/Archives/edgar/data/1368514/0001193805-15-001840-index.htm
ADMIRAL FINANCIAL CORP,10-Q,828530,2015-11-16,http://www.sec.gov/Archives/edgar/data/828530/0001553350-15-001230-index.htm
"ADS Waste Holdings, Inc.",10-Q,1585790,2015-10-30,http://www.sec.gov/Archives/edgar/data/1585790/0001628280-15-008069-index.htm
ADT Corp,10-K,1546640,2015-11-12,http://www.sec.gov/Archives/edgar/data/1546640/0001546640-15-000031-index.htm
ADTRAN INC,10-Q,926282,2015-11-04,http://www.sec.gov/Archives/edgar/data/926282/0001193125-15-366072-index.htm
"ADURO BIOTECH, INC.",10-Q,1435049,2015-11-23,http://www.sec.gov/Archives/edgar/data/1435049/0001564590-15-011069-index.htm
"ADURO BIOTECH, INC.",NT 10-Q,1435049,2015-11-17,http://www.sec.gov/Archives/edgar/data/1435049/0001193125-15-379737-index.htm
ADVANCE AUTO PARTS INC,10-Q,1158449,2015-11-17,http://www.sec.gov/Archives/edgar/data/1158449/0001158449-15-000190-index.htm
ADVANCED CREDIT TECHNOLOGIES INC,10-Q,1437517,2015-11-12,http://www.sec.gov/Archives/edgar/data/1437517/0001010549-15-000330-index.htm
"ADVANCED DRAINAGE SYSTEMS, INC.",NT 10-Q,1604028,2015-11-17,http://www.sec.gov/Archives/edgar/data/1604028/0001193125-15-379827-index.htm
ADVANCED ENERGY INDUSTRIES INC,10-Q,927003,2015-11-05,http://www.sec.gov/Archives/edgar/data/927003/0000927003-15-000073-index.htm
ADVANCED ENVIRONMENTAL RECYCLING TECHNOLOGIES INC,10-Q,849706,2015-11-16,http://www.sec.gov/Archives/edgar/data/849706/0001171843-15-006378-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-Q,1449349,2015-11-24,http://www.sec.gov/Archives/edgar/data/1449349/0001415889-15-003859-index.htm
ADVANCED MEDICAL ISOTOPE Corp,10-Q/A,1449349,2015-11-25,http://www.sec.gov/Archives/edgar/data/1449349/0001415889-15-003878-index.htm
ADVANCED MEDICAL ISOTOPE Corp,NT 10-Q,1449349,2015-11-16,http://www.sec.gov/Archives/edgar/data/1449349/0001415889-15-003741-index.htm
ADVANCED MICRO DEVICES INC,10-Q,2488,2015-11-03,http://www.sec.gov/Archives/edgar/data/2488/0000002488-15-000067-index.htm
ADVANCED MICRO DEVICES INC,10-Q/A,2488,2015-12-21,http://www.sec.gov/Archives/edgar/data/2488/0000002488-15-000080-index.htm
ADVANCED OXYGEN TECHNOLOGIES INC,10-Q,352991,2015-11-06,http://www.sec.gov/Archives/edgar/data/352991/0000352991-15-000012-index.htm
ADVISORY BOARD CO,10-Q,1157377,2015-11-06,http://www.sec.gov/Archives/edgar/data/1157377/0001157377-15-000014-index.htm
AECOM,10-K,868857,2015-11-25,http://www.sec.gov/Archives/edgar/data/868857/0001047469-15-008965-index.htm
AEHR TEST SYSTEMS,10-Q,1040470,2015-10-14,http://www.sec.gov/Archives/edgar/data/1040470/0001354488-15-004635-index.htm
AEI INCOME & GROWTH FUND 24 LLC,10-Q,1130758,2015-11-12,http://www.sec.gov/Archives/edgar/data/1130758/0000868740-15-000074-index.htm
AEI INCOME & GROWTH FUND 25 LLC,10-Q,1185198,2015-11-12,http://www.sec.gov/Archives/edgar/data/1185198/0000868740-15-000076-index.htm
AEI INCOME & GROWTH FUND XXI LTD PARTNERSHIP,10-Q,931755,2015-11-12,http://www.sec.gov/Archives/edgar/data/931755/0000868740-15-000070-index.htm
AEI INCOME & GROWTH FUND XXII LTD PARTNERSHIP,10-Q,1023458,2015-11-12,http://www.sec.gov/Archives/edgar/data/1023458/0000868740-15-000072-index.htm
AEI Income & Growth Fund 26 LLC,10-Q,1326321,2015-11-12,http://www.sec.gov/Archives/edgar/data/1326321/0000868740-15-000078-index.htm
AEI NET LEASE INCOME & GROWTH FUND XX LIMITED PARTNERSHIP,10-Q,894245,2015-11-12,http://www.sec.gov/Archives/edgar/data/894245/0000868740-15-000068-index.htm
"AEMETIS, INC",10-Q,738214,2015-11-05,http://www.sec.gov/Archives/edgar/data/738214/0001354488-15-004820-index.htm
"AEOLUS PHARMACEUTICALS, INC.",10-K,1261734,2015-12-18,http://www.sec.gov/Archives/edgar/data/1261734/0001102624-15-001827-index.htm
AERIE PHARMACEUTICALS INC,10-Q,1337553,2015-11-06,http://www.sec.gov/Archives/edgar/data/1337553/0001628280-15-008472-index.htm
AEROCENTURY CORP,10-Q,1036848,2015-11-12,http://www.sec.gov/Archives/edgar/data/1036848/0001036848-15-000070-index.htm
"AEROHIVE NETWORKS, INC",10-Q,1372414,2015-11-09,http://www.sec.gov/Archives/edgar/data/1372414/0001628280-15-008539-index.htm
"AEROJET ROCKETDYNE HOLDINGS, INC.",10-Q,40888,2015-10-13,http://www.sec.gov/Archives/edgar/data/40888/0000040888-15-000024-index.htm
AEROPOSTALE INC,10-Q,1168213,2015-12-07,http://www.sec.gov/Archives/edgar/data/1168213/0001168213-15-000081-index.htm
AES CORP,10-Q,874761,2015-11-05,http://www.sec.gov/Archives/edgar/data/874761/0000874761-15-000062-index.htm
AETHLON MEDICAL INC,10-Q,882291,2015-11-16,http://www.sec.gov/Archives/edgar/data/882291/0001019687-15-004160-index.htm
AETNA INC /PA/,10-Q,1122304,2015-10-29,http://www.sec.gov/Archives/edgar/data/1122304/0001122304-15-000173-index.htm
AF OCEAN INVESTMENT MANAGEMENT Co,10-Q,1501489,2015-11-18,http://www.sec.gov/Archives/edgar/data/1501489/0001640334-15-000351-index.htm
AF OCEAN INVESTMENT MANAGEMENT Co,NT 10-Q,1501489,2015-11-17,http://www.sec.gov/Archives/edgar/data/1501489/0001640334-15-000343-index.htm
"AFFILIATED MANAGERS GROUP, INC.",10-Q,1004434,2015-11-09,http://www.sec.gov/Archives/edgar/data/1004434/0001004434-15-000028-index.htm
AFFYMETRIX INC,10-Q,913077,2015-10-29,http://www.sec.gov/Archives/edgar/data/913077/0000913077-15-000028-index.htm
AFLAC INC,10-Q,4977,2015-11-03,http://www.sec.gov/Archives/edgar/data/4977/0000004977-15-000172-index.htm
"AFTERMASTER, INC.",10-Q,836809,2015-11-12,http://www.sec.gov/Archives/edgar/data/836809/0001199835-15-000510-index.htm
"AFTERMASTER, INC.",10-Q/A,836809,2015-10-14,http://www.sec.gov/Archives/edgar/data/836809/0001199835-15-000469-index.htm
"AFTERMASTER, INC.",10-Q/A,836809,2015-10-14,http://www.sec.gov/Archives/edgar/data/836809/0001199835-15-000470-index.htm
"AFTERMASTER, INC.",10-Q/A,836809,2015-10-14,http://www.sec.gov/Archives/edgar/data/836809/0001199835-15-000471-index.htm
"AG Mortgage Investment Trust, Inc.",10-Q,1514281,2015-11-05,http://www.sec.gov/Archives/edgar/data/1514281/0001144204-15-063028-index.htm
AG&E HOLDINGS INC.,10-Q,105608,2015-11-13,http://www.sec.gov/Archives/edgar/data/105608/0001437749-15-020721-index.htm
AGCO CORP /DE,10-Q,880266,2015-11-09,http://www.sec.gov/Archives/edgar/data/880266/0000880266-15-000037-index.htm
AGENUS INC,10-Q,1098972,2015-11-04,http://www.sec.gov/Archives/edgar/data/1098972/0001564590-15-009362-index.htm
AGILE THERAPEUTICS INC,10-Q,1261249,2015-11-09,http://www.sec.gov/Archives/edgar/data/1261249/0001104659-15-077262-index.htm
AGILENT TECHNOLOGIES INC,10-K,1090872,2015-12-21,http://www.sec.gov/Archives/edgar/data/1090872/0001090872-15-000051-index.htm
AGILYSYS INC,10-Q,78749,2015-11-05,http://www.sec.gov/Archives/edgar/data/78749/0000078749-15-000056-index.htm
AGIOS PHARMACEUTICALS INC,10-Q,1439222,2015-11-06,http://www.sec.gov/Archives/edgar/data/1439222/0001193125-15-370225-index.htm
AGL RESOURCES INC,10-Q,1004155,2015-11-09,http://www.sec.gov/Archives/edgar/data/1004155/0001004155-15-000086-index.htm
AGREE REALTY CORP,10-Q,917251,2015-10-30,http://www.sec.gov/Archives/edgar/data/917251/0001144204-15-061900-index.htm
"AI DOCUMENT SERVICES, INC.",10-Q,1402536,2015-11-23,http://www.sec.gov/Archives/edgar/data/1402536/0001078782-15-001912-index.htm
"AI DOCUMENT SERVICES, INC.",NT 10-Q,1402536,2015-11-16,http://www.sec.gov/Archives/edgar/data/1402536/0001078782-15-001825-index.htm
AIMCO PROPERTIES L.P.,10-Q,926660,2015-11-05,http://www.sec.gov/Archives/edgar/data/926660/0000922864-15-000054-index.htm
AIR INDUSTRIES GROUP,10-Q,1009891,2015-11-16,http://www.sec.gov/Archives/edgar/data/1009891/0001193805-15-001895-index.htm
AIR LEASE CORP,10-Q,1487712,2015-11-05,http://www.sec.gov/Archives/edgar/data/1487712/0001558370-15-002340-index.htm
AIR METHODS CORP,10-Q,816159,2015-11-06,http://www.sec.gov/Archives/edgar/data/816159/0001571049-15-008892-index.htm
AIR PRODUCTS & CHEMICALS INC /DE/,10-K,2969,2015-11-24,http://www.sec.gov/Archives/edgar/data/2969/0001193125-15-386399-index.htm
AIR T INC,10-Q,353184,2015-11-06,http://www.sec.gov/Archives/edgar/data/353184/0001437749-15-019930-index.htm
AIRGAS INC,10-Q,804212,2015-11-04,http://www.sec.gov/Archives/edgar/data/804212/0000804212-15-000033-index.htm
AIRWARE LABS CORP.,NT 10-K,1500123,2015-12-29,http://www.sec.gov/Archives/edgar/data/1500123/0001554795-15-000499-index.htm
AJ GREENTECH HOLDINGS.,10-Q,1394108,2015-11-30,http://www.sec.gov/Archives/edgar/data/1394108/0001554795-15-000462-index.htm
AJ GREENTECH HOLDINGS.,NT 10-Q,1394108,2015-11-16,http://www.sec.gov/Archives/edgar/data/1394108/0001554795-15-000440-index.htm
"AJS Bancorp, Inc.",10-Q,1576336,2015-11-13,http://www.sec.gov/Archives/edgar/data/1576336/0001104659-15-078645-index.htm
AK STEEL HOLDING CORP,10-Q,918160,2015-11-04,http://www.sec.gov/Archives/edgar/data/918160/0000918160-15-000068-index.htm
AKAMAI TECHNOLOGIES INC,10-Q,1086222,2015-11-09,http://www.sec.gov/Archives/edgar/data/1086222/0001086222-15-000181-index.htm
AKORN INC,NT 10-Q,3116,2015-11-09,http://www.sec.gov/Archives/edgar/data/3116/0001171843-15-006158-index.htm
ALABAMA GAS CORP,10-K,3146,2015-11-24,http://www.sec.gov/Archives/edgar/data/3146/0001126956-15-000077-index.htm
ALABAMA POWER CO,10-Q,3153,2015-11-05,http://www.sec.gov/Archives/edgar/data/3153/0000092122-15-000107-index.htm
ALADDIN INTERNATIONAL INC /MN/,10-Q,921560,2015-11-16,http://www.sec.gov/Archives/edgar/data/921560/0001553350-15-001246-index.htm
ALAMO GROUP INC,10-Q,897077,2015-11-06,http://www.sec.gov/Archives/edgar/data/897077/0000897077-15-000088-index.htm
ALAMOGORDO FINANCIAL CORP,10-Q,1100542,2015-11-02,http://www.sec.gov/Archives/edgar/data/1100542/0001144204-15-062170-index.htm
ALANCO TECHNOLOGIES INC,10-Q,98618,2015-11-16,http://www.sec.gov/Archives/edgar/data/98618/0000098618-15-000015-index.htm
"ALASKA AIR GROUP, INC.",10-Q,766421,2015-11-04,http://www.sec.gov/Archives/edgar/data/766421/0000766421-15-000046-index.htm
ALASKA COMMUNICATIONS SYSTEMS GROUP INC,10-Q,1089511,2015-11-05,http://www.sec.gov/Archives/edgar/data/1089511/0001193125-15-368238-index.htm
ALBANY INTERNATIONAL CORP /DE/,10-Q,819793,2015-10-28,http://www.sec.gov/Archives/edgar/data/819793/0000891092-15-009338-index.htm
ALBANY MOLECULAR RESEARCH INC,10-Q,1065087,2015-11-09,http://www.sec.gov/Archives/edgar/data/1065087/0001144204-15-063684-index.htm
ALBEMARLE CORP,10-Q,915913,2015-11-06,http://www.sec.gov/Archives/edgar/data/915913/0000915913-15-000034-index.htm
"ALBERO, CORP.",10-K,1623590,2015-12-23,http://www.sec.gov/Archives/edgar/data/1623590/0001623590-15-000015-index.htm
"ALCO, INC.",10-Q,734543,2015-11-13,http://www.sec.gov/Archives/edgar/data/734543/0001137050-15-000172-index.htm
ALCOA INC.,10-Q,4281,2015-10-23,http://www.sec.gov/Archives/edgar/data/4281/0001193125-15-350979-index.htm
ALDER BIOPHARMACEUTICALS INC,10-Q,1423824,2015-11-05,http://www.sec.gov/Archives/edgar/data/1423824/0001564590-15-009695-index.htm
ALERE INC.,10-K/A,1145460,2015-11-13,http://www.sec.gov/Archives/edgar/data/1145460/0001193125-15-377207-index.htm
ALERE INC.,10-Q,1145460,2015-11-09,http://www.sec.gov/Archives/edgar/data/1145460/0001193125-15-372187-index.htm
ALEXANDERS INC,10-Q,3499,2015-11-02,http://www.sec.gov/Archives/edgar/data/3499/0000003499-15-000025-index.htm
ALEXANDRIA REAL ESTATE EQUITIES INC,10-Q,1035443,2015-11-04,http://www.sec.gov/Archives/edgar/data/1035443/0001035443-15-000096-index.htm
ALEXION PHARMACEUTICALS INC,10-Q,899866,2015-11-02,http://www.sec.gov/Archives/edgar/data/899866/0000899866-15-000189-index.htm
ALICO INC,10-K,3545,2015-12-10,http://www.sec.gov/Archives/edgar/data/3545/0000003545-15-000102-index.htm
ALIGN TECHNOLOGY INC,10-Q,1097149,2015-10-29,http://www.sec.gov/Archives/edgar/data/1097149/0001097149-15-000026-index.htm
ALIMERA SCIENCES INC,10-Q,1267602,2015-11-09,http://www.sec.gov/Archives/edgar/data/1267602/0001267602-15-000070-index.htm
ALKALINE WATER Co INC,10-Q,1532390,2015-11-23,http://www.sec.gov/Archives/edgar/data/1532390/0001062993-15-006394-index.htm
ALKALINE WATER Co INC,NT 10-Q,1532390,2015-11-17,http://www.sec.gov/Archives/edgar/data/1532390/0001085037-15-000202-index.htm
"ALKAME HOLDINGS, INC.",10-Q,1522165,2015-12-15,http://www.sec.gov/Archives/edgar/data/1522165/0001647488-15-000222-index.htm
"ALKAME HOLDINGS, INC.",10-Q/A,1522165,2015-12-17,http://www.sec.gov/Archives/edgar/data/1522165/0001647488-15-000231-index.htm
ALL AMERICAN SPORTPARK INC,10-Q,930245,2015-11-16,http://www.sec.gov/Archives/edgar/data/930245/0001263279-15-000016-index.htm
"ALLDIGITAL HOLDINGS, INC.",10-Q,1389217,2015-11-16,http://www.sec.gov/Archives/edgar/data/1389217/0001493152-15-005589-index.htm
ALLEGHANY CORP /DE,10-Q,775368,2015-11-03,http://www.sec.gov/Archives/edgar/data/775368/0001193125-15-364407-index.htm
ALLEGHENY TECHNOLOGIES INC,10-Q,1018963,2015-10-29,http://www.sec.gov/Archives/edgar/data/1018963/0001018963-15-000045-index.htm
ALLETE INC,10-Q,66756,2015-11-03,http://www.sec.gov/Archives/edgar/data/66756/0000066756-15-000104-index.htm
"ALLIANCE BIOENERGY PLUS, INC.",10-Q,1549145,2015-11-12,http://www.sec.gov/Archives/edgar/data/1549145/0001206774-15-003462-index.htm
